id,timestamp,client_ip,domain,request_count,velocity_rps
2174,1785136431.4950402,192.168.10.25,i-fallback.instagram.com,1,0.8
2173,1785136431.4592063,192.168.10.25,i-fallback.instagram.com,1,0.6
2172,1785136431.4229624,192.168.10.25,i-fallback.instagram.com,1,0.4
2171,1785136431.3616843,192.168.10.25,i-fallback.instagram.com,1,0.2
2170,1785136429.6074688,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.4
2169,1785136428.0928288,192.168.10.25,gateway.instagram.com,1,0.2
2168,1785136427.9306629,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.4
2167,1785136427.730812,192.168.10.25,i.instagram.com,1,2.6
2166,1785136427.7005737,192.168.10.25,edge-mqtt.facebook.com,1,0.2
2165,1785136427.6464472,192.168.10.25,i.instagram.com,1,2.4
2164,1785136426.51121,192.168.10.25,i.instagram.com,1,3.6
2163,1785136426.0416327,192.168.10.25,i.instagram.com,1,3.4
2162,1785136425.7963436,192.168.10.25,i.instagram.com,1,4.4
2161,1785136424.74559,192.168.10.25,i.instagram.com,1,4.2
2160,1785136424.6809168,192.168.10.25,i.instagram.com,1,4.0
2159,1785136424.4026127,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.8
2158,1785136424.3758368,192.168.10.25,i.instagram.com,1,3.8
2157,1785136424.3361955,192.168.10.25,i.instagram.com,1,3.6
2156,1785136423.6724567,192.168.10.25,i.instagram.com,1,4.0
2155,1785136423.2194014,192.168.10.25,i.instagram.com,1,5.0
2154,1785136423.165265,192.168.10.25,instagram.fmnl17-2.fna.fbcdn.net,1,0.2
2153,1785136423.1412451,192.168.10.25,instagram.fmnl17-7.fna.fbcdn.net,1,0.2
2152,1785136423.1172256,192.168.10.25,instagram.fmnl17-1.fna.fbcdn.net,1,0.6
2151,1785136423.0931304,192.168.10.25,instagram.fmnl17-1.fna.fbcdn.net,1,0.4
2150,1785136423.069042,192.168.10.25,instagram.fmnl17-1.fna.fbcdn.net,1,0.2
2149,1785136423.0451314,192.168.10.25,instagram.fmnl17-5.fna.fbcdn.net,1,0.4
2148,1785136423.020712,192.168.10.25,instagram.fmnl17-5.fna.fbcdn.net,1,0.2
2147,1785136422.9865403,192.168.10.25,i.instagram.com,1,5.4
2146,1785136422.9562933,192.168.10.25,instagram.fmnl17-8.fna.fbcdn.net,1,0.6
2145,1785136422.8961039,192.168.10.25,instagram.fmnl17-8.fna.fbcdn.net,1,0.4
2144,1785136422.7472892,192.168.10.25,i.instagram.com,1,5.4
2143,1785136422.7207987,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.8
2142,1785136422.6947596,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.6
2141,1785136422.6685898,192.168.10.25,instagram.fmnl17-4.fna.fbcdn.net,1,0.4
2140,1785136422.6249151,192.168.10.25,api.facebook.com,1,0.2
2139,1785136422.602577,192.168.10.25,i.instagram.com,1,5.4
2138,1785136422.5796657,192.168.10.25,i.instagram.com,1,5.2
2137,1785136422.5495362,192.168.10.25,i.instagram.com,1,5.0
2136,1785136422.5127184,192.168.10.25,i.instagram.com,1,4.8
2135,1785136422.4421296,192.168.10.25,i.instagram.com,1,4.6
